employee_name,product_name,category,date,subtotal,tax_amount,total_amount,payment_method,discount_amount,promo_name,quantity,price_per_unit
Grace,Diet Coke,Drinks,2025-01-02 15:26:07,2.0,0.12,2.12,Card,0.0,,1,2.0
Grace,Ham and Cheese,Hot Foods,2025-01-02 15:26:07,12.0,0.75,12.75,Card,0.0,,4,3.0
Grace,Coffee,Drinks,2025-01-02 15:26:07,6.0,0.38,6.38,Card,0.0,,3,2.0
Grace,Chocolate Donut Hole,Donut,2025-01-02 15:26:07,3.0,0.19,3.19,Card,0.0,,3,1.0
Hannah,Croissant Hot Dog,Hot Foods,2025-01-02 13:49:51,6.0,0.38,6.38,Card,6.0,BOGO,4,3.0
Hannah,Glaze Donut Hole,Donut,2025-01-02 13:49:51,2.0,0.12,2.12,Card,2.0,BOGO,4,1.0
Hannah,Frosted Donut,Donut,2025-01-02 13:49:51,1.0,0.06,1.06,Card,1.0,BOGO,2,1.0
Grace,Chocolate Donut Hole,Donut,2025-01-02 02:19:45,2.0,0.12,2.12,Card,0.0,,2,1.0
Frank,Chocolate,Donut,2025-01-02 11:19:35,3.0,0.19,3.19,Card,0.0,,3,1.0
Alice,Redbull,Drinks,2025-01-02 21:53:52,8.0,0.5,8.5,Card,0.0,,4,2.0
Alice,Starbucks Caramel,Drinks,2025-01-02 21:53:52,2.0,0.12,2.12,Card,0.0,,1,2.0
Alice,Coke,Drinks,2025-01-02 21:53:52,2.0,0.12,2.12,Card,0.0,,1,2.0
Alice,Donut Odyssey,Donut,2025-01-02 21:53:52,4.0,0.25,4.25,Card,0.0,,4,1.0
Alice,Sprite,Drinks,2025-01-02 21:53:52,2.0,0.12,2.12,Card,0.0,,1,2.0
Bob,Croissant Hot Dog,Hot Foods,2025-01-02 17:29:17,6.0,0.38,6.38,Card,0.0,,2,3.0
Bob,Starbucks Caramel,Drinks,2025-01-02 17:29:17,2.0,0.12,2.12,Card,0.0,,1,2.0
Bob,Blueberry Donut Hole,Donut,2025-01-02 17:29:17,4.0,0.25,4.25,Card,0.0,,4,1.0
Grace,Glaze,Donut,2025-01-02 10:21:50,4.0,0.25,4.25,Card,0.0,,4,1.0
Charlie,Biscuits,Hot Foods,2025-01-02 14:15:53,12.0,0.75,12.75,Card,0.0,,4,3.0
Charlie,Boston Creme,Donut,2025-01-02 14:15:53,2.0,0.12,2.12,Card,0.0,,2,1.0
Charlie,Sprite,Drinks,2025-01-02 14:15:53,8.0,0.5,8.5,Card,0.0,,4,2.0
Charlie,Chocolate Donut Hole,Donut,2025-01-02 14:15:53,1.0,0.06,1.06,Card,0.0,,1,1.0
Alice,Starbucks Mocha,Drinks,2025-01-02 01:32:32,4.0,0.25,4.25,Card,4.0,WINTER SPECIAL,4,2.0
Bob,Ham and Cheese,Hot Foods,2025-01-02 21:38:01,6.0,0.38,6.38,Card,0.0,,2,3.0
Bob,Blueberry,Donut,2025-01-02 21:38:01,2.0,0.12,2.12,Card,0.0,,2,1.0
Hannah,Blueberry Donut Hole,Donut,2025-01-02 22:43:48,1.0,0.06,1.06,Card,0.0,,1,1.0
Hannah,Boston Creme,Donut,2025-01-02 22:43:48,2.0,0.12,2.12,Card,0.0,,2,1.0
Hannah,Starbucks Caramel,Drinks,2025-01-02 22:43:48,2.0,0.12,2.12,Card,0.0,,1,2.0
Hannah,Tropicana,Drinks,2025-01-02 06:30:31,4.0,0.25,4.25,Card,0.0,,2,2.0
Charlie,Chocolate,Donut,2025-01-02 19:46:58,2.0,0.12,2.12,Cash,0.0,,2,1.0
Charlie,Starbucks Caramel,Drinks,2025-01-02 19:46:58,4.0,0.25,4.25,Cash,0.0,,2,2.0
Charlie,Daring Donut,Donut,2025-01-02 19:46:58,2.0,0.12,2.12,Cash,0.0,,2,1.0
Charlie,Strawberry,Donut,2025-01-02 02:40:59,4.0,0.25,4.25,Card,0.0,,4,1.0
Charlie,Starbucks Mocha,Drinks,2025-01-02 02:40:59,6.0,0.38,6.38,Card,0.0,,3,2.0
Frank,Tropicana,Drinks,2025-01-02 11:12:24,2.0,0.12,2.12,Card,2.0,WINTER SPECIAL,2,2.0
Frank,Chocolate,Donut,2025-01-02 11:12:24,2.0,0.12,2.12,Card,2.0,WINTER SPECIAL,4,1.0
Frank,Frosted Donut Sprinkle,Donut,2025-01-02 11:12:24,0.5,0.03,0.53,Card,0.5,WINTER SPECIAL,1,1.0
Frank,Chocolate,Donut,2025-01-02 11:12:24,2.0,0.12,2.12,Card,2.0,WINTER SPECIAL,4,1.0
Frank,Diet Coke,Drinks,2025-01-02 11:12:24,1.0,0.06,1.06,Card,1.0,WINTER SPECIAL,1,2.0
Frank,Glaze,Donut,2025-01-02 22:52:54,1.5,0.09,1.59,Card,1.5,WINTER SPECIAL,3,1.0
Frank,Daring Donut,Donut,2025-01-02 22:52:54,1.0,0.06,1.06,Card,1.0,WINTER SPECIAL,2,1.0
Frank,Chocolate Donut Hole,Donut,2025-01-02 22:52:54,0.5,0.03,0.53,Card,0.5,WINTER SPECIAL,1,1.0
Charlie,Redbull,Drinks,2025-01-02 23:40:58,2.0,0.12,2.12,Card,0.0,,1,2.0
Charlie,Sprite,Drinks,2025-01-02 23:40:58,2.0,0.12,2.12,Card,0.0,,1,2.0
Charlie,Ham and Cheese,Hot Foods,2025-01-02 23:40:58,6.0,0.38,6.38,Card,0.0,,2,3.0
Alice,Frosted Donut Sprinkle,Donut,2025-01-02 14:32:06,2.0,0.12,2.12,Card,0.0,,2,1.0
Alice,Chocolate Donut Hole,Donut,2025-01-02 14:32:06,1.0,0.06,1.06,Card,0.0,,1,1.0
Alice,Glaze Donut Hole,Donut,2025-01-02 14:32:06,4.0,0.25,4.25,Card,0.0,,4,1.0
Alice,Starbucks Mocha,Drinks,2025-01-02 14:32:06,8.0,0.5,8.5,Card,0.0,,4,2.0
Charlie,Starbucks Caramel,Drinks,2025-01-02 04:03:27,4.0,0.25,4.25,Card,0.0,,2,2.0
Charlie,Cinnamon Swirl,Donut,2025-01-02 04:03:27,1.0,0.06,1.06,Card,0.0,,1,1.0
Charlie,Frosted Donut Sprinkle,Donut,2025-01-02 04:03:27,3.0,0.19,3.19,Card,0.0,,3,1.0
Charlie,Cinnamon Swirl,Donut,2025-01-02 04:03:27,4.0,0.25,4.25,Card,0.0,,4,1.0
Hannah,Blueberry,Donut,2025-01-02 08:35:57,3.0,0.19,3.19,Card,0.0,,3,1.0
Hannah,Blueberry,Donut,2025-01-02 08:35:57,2.0,0.12,2.12,Card,0.0,,2,1.0
Hannah,Glaze Donut Hole,Donut,2025-01-02 08:35:57,4.0,0.25,4.25,Card,0.0,,4,1.0
Hannah,Small Hot Dog,Hot Foods,2025-01-02 08:35:57,6.0,0.38,6.38,Card,0.0,,2,3.0
Hannah,Cinnamon Swirl,Donut,2025-01-02 08:35:57,3.0,0.19,3.19,Card,0.0,,3,1.0
Alice,Frosted Donut,Donut,2025-01-02 09:50:50,1.0,0.06,1.06,Cash,0.0,BOGO,1,1.0
Alice,Strawberry,Donut,2025-01-02 09:50:50,1.0,0.06,1.06,Cash,1.0,BOGO,2,1.0
Grace,Sprite,Drinks,2025-01-02 07:20:14,8.0,0.5,8.5,Card,0.0,,4,2.0
Bob,Tropicana,Drinks,2025-01-02 22:41:43,2.0,0.12,2.12,Card,0.0,,1,2.0
Bob,Ham and Cheese,Hot Foods,2025-01-02 22:41:43,3.0,0.19,3.19,Card,0.0,,1,3.0
Alice,Cinnamon Swirl,Donut,2025-01-02 21:59:46,0.5,0.03,0.53,Card,0.5,WINTER SPECIAL,1,1.0
Hannah,Diet Coke,Drinks,2025-01-02 01:34:36,8.0,0.5,8.5,Card,0.0,,4,2.0
Hannah,Sprite,Drinks,2025-01-02 01:34:36,8.0,0.5,8.5,Card,0.0,,4,2.0
Hannah,Cinnamon Swirl,Donut,2025-01-02 01:34:36,1.0,0.06,1.06,Card,0.0,,1,1.0
Hannah,Frosted Donut,Donut,2025-01-02 01:34:36,3.0,0.19,3.19,Card,0.0,,3,1.0
Hannah,Coffee,Drinks,2025-01-02 01:34:36,6.0,0.38,6.38,Card,0.0,,3,2.0
Grace,Diet Coke,Drinks,2025-01-02 10:09:02,2.0,0.12,2.12,Card,0.0,,1,2.0
Grace,Biscuits,Hot Foods,2025-01-02 10:09:02,3.0,0.19,3.19,Card,0.0,,1,3.0
Frank,Jalapeno Hot Dog,Hot Foods,2025-01-02 04:19:07,3.0,0.19,3.19,Cash,3.0,BOGO,2,3.0
Frank,Ham and Cheese,Hot Foods,2025-01-02 04:19:07,6.0,0.38,6.38,Cash,6.0,BOGO,4,3.0
Frank,Chocolate Donut Hole,Donut,2025-01-02 04:19:07,2.0,0.12,2.12,Cash,2.0,BOGO,4,1.0
Frank,Ham and Cheese,Hot Foods,2025-01-02 10:36:46,12.0,0.75,12.75,Card,0.0,,4,3.0
Frank,Small Hot Dog,Hot Foods,2025-01-02 10:36:46,12.0,0.75,12.75,Card,0.0,,4,3.0
Frank,Croissant Hot Dog,Hot Foods,2025-01-02 10:36:46,12.0,0.75,12.75,Card,0.0,,4,3.0
Frank,Chocolate Sprinkle,Donut,2025-01-02 10:36:46,4.0,0.25,4.25,Card,0.0,,4,1.0
Frank,Donut Odyssey,Donut,2025-01-02 10:36:46,3.0,0.19,3.19,Card,0.0,,3,1.0
Alice,Diet Coke,Drinks,2025-01-02 14:05:43,2.0,0.12,2.12,Card,2.0,WINTER SPECIAL,2,2.0
Alice,Blueberry Donut Hole,Donut,2025-01-02 14:05:43,0.5,0.03,0.53,Card,0.5,WINTER SPECIAL,1,1.0
Alice,Sprite,Drinks,2025-01-02 14:05:43,3.0,0.19,3.19,Card,3.0,WINTER SPECIAL,3,2.0
Grace,Blueberry Donut Hole,Donut,2025-01-02 04:19:25,1.0,0.06,1.06,Card,0.0,BOGO,1,1.0
Grace,Croissant Hot Dog,Hot Foods,2025-01-02 04:19:25,3.0,0.19,3.19,Card,0.0,BOGO,1,3.0
Grace,Chocolate Sprinkle,Donut,2025-01-02 04:19:25,2.0,0.12,2.12,Card,1.0,BOGO,3,1.0
Grace,Glaze,Donut,2025-01-02 04:19:25,1.0,0.06,1.06,Card,0.0,BOGO,1,1.0
Grace,Chocolate Sprinkle,Donut,2025-01-02 04:19:25,1.0,0.06,1.06,Card,0.0,BOGO,1,1.0
Grace,Blueberry,Donut,2025-01-02 16:50:13,4.0,0.25,4.25,Card,0.0,,4,1.0
Grace,Coke,Drinks,2025-01-02 16:50:13,6.0,0.38,6.38,Card,0.0,,3,2.0
Grace,Chocolate,Donut,2025-01-02 16:50:13,3.0,0.19,3.19,Card,0.0,,3,1.0
Grace,Strawberry,Donut,2025-01-02 16:50:13,2.0,0.12,2.12,Card,0.0,,2,1.0
Frank,Small Hot Dog,Hot Foods,2025-01-02 01:24:49,9.0,0.56,9.56,Cash,0.0,,3,3.0
Frank,Blueberry Donut Hole,Donut,2025-01-02 01:24:49,3.0,0.19,3.19,Cash,0.0,,3,1.0
Frank,Coke,Drinks,2025-01-02 01:24:49,4.0,0.25,4.25,Cash,0.0,,2,2.0
Frank,Chocolate,Donut,2025-01-02 01:24:49,3.0,0.19,3.19,Cash,0.0,,3,1.0
Frank,Chocolate Sprinkle,Donut,2025-01-02 01:24:49,4.0,0.25,4.25,Cash,0.0,,4,1.0
Alice,Cinnamon Swirl,Donut,2025-01-02 05:19:22,4.0,0.25,4.25,Card,0.0,,4,1.0
Alice,Starbucks Caramel,Drinks,2025-01-02 05:19:22,6.0,0.38,6.38,Card,0.0,,3,2.0
Alice,Croissant Hot Dog,Hot Foods,2025-01-02 05:19:22,12.0,0.75,12.75,Card,0.0,,4,3.0
Alice,Cinnamon Swirl,Donut,2025-01-02 05:19:22,2.0,0.12,2.12,Card,0.0,,2,1.0
Alice,Redbull,Drinks,2025-01-02 05:19:22,2.0,0.12,2.12,Card,0.0,,1,2.0
Grace,Sprite,Drinks,2025-01-02 00:54:07,4.0,0.25,4.25,Card,0.0,,2,2.0
Grace,Biscuits,Hot Foods,2025-01-02 00:54:07,9.0,0.56,9.56,Card,0.0,,3,3.0
Grace,Ham and Cheese,Hot Foods,2025-01-02 00:54:07,6.0,0.38,6.38,Card,0.0,,2,3.0
Grace,Coffee,Drinks,2025-01-02 00:54:07,2.0,0.12,2.12,Card,0.0,,1,2.0
Grace,Redbull,Drinks,2025-01-02 00:54:07,6.0,0.38,6.38,Card,0.0,,3,2.0
Bob,Biscuits,Hot Foods,2025-01-02 22:25:42,3.0,0.19,3.19,Card,3.0,BOGO,2,3.0
Bob,Redbull,Drinks,2025-01-02 22:25:42,8.0,0.5,8.5,Card,0.0,BOGO,4,2.0
Bob,Daring Donut,Donut,2025-01-02 14:39:48,4.0,0.25,4.25,Card,0.0,,4,1.0
Bob,Coffee,Drinks,2025-01-02 14:39:48,2.0,0.12,2.12,Card,0.0,,1,2.0
Bob,Chocolate,Donut,2025-01-02 14:39:48,1.0,0.06,1.06,Card,0.0,,1,1.0
Bob,Small Hot Dog,Hot Foods,2025-01-02 14:39:48,9.0,0.56,9.56,Card,0.0,,3,3.0
Frank,Boston Creme,Donut,2025-01-02 15:13:52,2.0,0.12,2.12,Card,0.0,,2,1.0
Frank,Tropicana,Drinks,2025-01-02 15:13:52,4.0,0.25,4.25,Card,0.0,,2,2.0
Frank,Starbucks Caramel,Drinks,2025-01-02 15:13:52,8.0,0.5,8.5,Card,0.0,,4,2.0
Frank,Small Hot Dog,Hot Foods,2025-01-02 15:13:52,6.0,0.38,6.38,Card,0.0,,2,3.0
Frank,Chocolate,Donut,2025-01-02 15:13:52,3.0,0.19,3.19,Card,0.0,,3,1.0
Grace,Frosted Donut,Donut,2025-01-02 08:32:40,1.0,0.06,1.06,Cash,0.0,,1,1.0
Alice,Starbucks Mocha,Drinks,2025-01-02 08:10:03,2.0,0.12,2.12,Card,2.0,WINTER SPECIAL,2,2.0
Alice,Donut Odyssey,Donut,2025-01-02 08:10:03,1.5,0.09,1.59,Card,1.5,WINTER SPECIAL,3,1.0
Hannah,Tropicana,Drinks,2025-01-02 05:33:17,6.0,0.38,6.38,Card,0.0,,3,2.0
Hannah,Ham and Cheese,Hot Foods,2025-01-02 05:33:17,3.0,0.19,3.19,Card,0.0,,1,3.0
Hannah,Coffee,Drinks,2025-01-02 05:33:17,8.0,0.5,8.5,Card,0.0,,4,2.0
Hannah,Chocolate Donut Hole,Donut,2025-01-02 05:33:17,2.0,0.12,2.12,Card,0.0,,2,1.0
Hannah,Chocolate,Donut,2025-01-02 05:33:17,2.0,0.12,2.12,Card,0.0,,2,1.0
Alice,Sprite,Drinks,2025-01-02 06:24:20,2.0,0.12,2.12,Card,0.0,,1,2.0
Alice,Sprite,Drinks,2025-01-02 18:59:28,6.0,0.38,6.38,Card,0.0,,3,2.0
Charlie,Sprite,Drinks,2025-01-02 11:37:25,4.0,0.25,4.25,Card,0.0,,2,2.0
Charlie,Small Hot Dog,Hot Foods,2025-01-02 11:37:25,6.0,0.38,6.38,Card,0.0,,2,3.0
Charlie,Chocolate Sprinkle,Donut,2025-01-02 11:37:25,2.0,0.12,2.12,Card,0.0,,2,1.0
Hannah,Frosted Donut Sprinkle,Donut,2025-01-02 08:02:20,4.0,0.25,4.25,Cash,0.0,,4,1.0
Hannah,Chocolate,Donut,2025-01-02 08:02:20,1.0,0.06,1.06,Cash,0.0,,1,1.0
Hannah,Blueberry Donut Hole,Donut,2025-01-02 11:04:33,3.0,0.19,3.19,Card,0.0,,3,1.0
Hannah,Coke,Drinks,2025-01-02 11:04:33,8.0,0.5,8.5,Card,0.0,,4,2.0
Hannah,Tropicana,Drinks,2025-01-02 11:04:33,6.0,0.38,6.38,Card,0.0,,3,2.0
Hannah,Frosted Donut,Donut,2025-01-02 11:04:33,2.0,0.12,2.12,Card,0.0,,2,1.0
Hannah,Frosted Donut,Donut,2025-01-02 11:04:33,2.0,0.12,2.12,Card,0.0,,2,1.0
Alice,Glaze Donut Hole,Donut,2025-01-02 17:43:58,1.5,0.09,1.59,Card,1.5,WINTER SPECIAL,3,1.0
Alice,Croissant Hot Dog,Hot Foods,2025-01-02 17:43:58,6.0,0.38,6.38,Card,6.0,WINTER SPECIAL,4,3.0
Alice,Jalapeno Hot Dog,Hot Foods,2025-01-02 17:43:58,4.5,0.28,4.78,Card,4.5,WINTER SPECIAL,3,3.0
Bob,Chocolate,Donut,2025-01-02 20:59:14,4.0,0.25,4.25,Card,0.0,,4,1.0
Alice,Biscuits,Hot Foods,2025-01-02 20:12:21,12.0,0.75,12.75,Card,0.0,,4,3.0
Alice,Diet Coke,Drinks,2025-01-02 20:12:21,2.0,0.12,2.12,Card,0.0,,1,2.0
Alice,Donut Odyssey,Donut,2025-01-02 20:12:21,4.0,0.25,4.25,Card,0.0,,4,1.0
Alice,Coke,Drinks,2025-01-02 13:26:28,4.0,0.25,4.25,Card,4.0,WINTER SPECIAL,4,2.0
Alice,Chocolate Donut Hole,Donut,2025-01-02 13:26:28,1.0,0.06,1.06,Card,1.0,WINTER SPECIAL,2,1.0
Alice,Frosted Donut Sprinkle,Donut,2025-01-02 13:26:28,1.0,0.06,1.06,Card,1.0,WINTER SPECIAL,2,1.0
Alice,Chocolate Donut Hole,Donut,2025-01-02 13:26:28,1.0,0.06,1.06,Card,1.0,WINTER SPECIAL,2,1.0
Frank,Donut Odyssey,Donut,2025-01-02 16:12:03,2.0,0.12,2.12,Card,1.0,BOGO,3,1.0
Frank,Coke,Drinks,2025-01-02 16:12:03,8.0,0.5,8.5,Card,0.0,BOGO,4,2.0
Hannah,Frosted Donut Sprinkle,Donut,2025-01-02 09:38:12,2.0,0.12,2.12,Card,2.0,BOGO,4,1.0
Charlie,Daring Donut,Donut,2025-01-02 19:03:53,3.0,0.19,3.19,Card,0.0,,3,1.0
Charlie,Biscuits,Hot Foods,2025-01-02 12:54:21,3.0,0.19,3.19,Cash,0.0,BOGO,1,3.0
Charlie,Chocolate,Donut,2025-01-02 12:54:21,2.0,0.12,2.12,Cash,1.0,BOGO,3,1.0
Charlie,Chocolate Donut Hole,Donut,2025-01-02 12:54:21,1.0,0.06,1.06,Cash,1.0,BOGO,2,1.0
Charlie,Donut Odyssey,Donut,2025-01-02 12:54:21,2.0,0.12,2.12,Cash,2.0,BOGO,4,1.0
Charlie,Coke,Drinks,2025-01-02 12:54:21,4.0,0.25,4.25,Cash,0.0,BOGO,2,2.0
Hannah,Daring Donut,Donut,2025-01-02 09:07:23,2.0,0.12,2.12,Card,0.0,,2,1.0
Grace,Chocolate Donut Hole,Donut,2025-01-02 23:18:35,3.0,0.19,3.19,Card,0.0,,3,1.0
Grace,Sprite,Drinks,2025-01-02 23:18:35,8.0,0.5,8.5,Card,0.0,,4,2.0
Grace,Starbucks Mocha,Drinks,2025-01-02 23:18:35,4.0,0.25,4.25,Card,0.0,,2,2.0
Grace,Redbull,Drinks,2025-01-02 23:18:35,2.0,0.12,2.12,Card,0.0,,1,2.0
Bob,Glaze,Donut,2025-01-02 22:49:04,3.0,0.19,3.19,Card,0.0,,3,1.0
Charlie,Jalapeno Hot Dog,Hot Foods,2025-01-02 20:16:21,12.0,0.75,12.75,Card,0.0,,4,3.0
Charlie,Cinnamon Swirl,Donut,2025-01-02 20:16:21,3.0,0.19,3.19,Card,0.0,,3,1.0
Charlie,Jalapeno Hot Dog,Hot Foods,2025-01-02 20:16:21,6.0,0.38,6.38,Card,0.0,,2,3.0
Charlie,Coffee,Drinks,2025-01-02 20:16:21,2.0,0.12,2.12,Card,0.0,,1,2.0
Charlie,Starbucks Mocha,Drinks,2025-01-02 20:16:21,4.0,0.25,4.25,Card,0.0,,2,2.0
Charlie,Glaze,Donut,2025-01-02 12:56:24,2.0,0.12,2.12,Card,0.0,,2,1.0
Charlie,Jalapeno Hot Dog,Hot Foods,2025-01-02 12:56:24,9.0,0.56,9.56,Card,0.0,,3,3.0
Hannah,Sprite,Drinks,2025-01-02 09:53:38,8.0,0.5,8.5,Card,0.0,,4,2.0
Charlie,Tropicana,Drinks,2025-01-02 13:18:03,2.0,0.12,2.12,Card,0.0,,1,2.0
Charlie,Ham and Cheese,Hot Foods,2025-01-02 13:18:03,6.0,0.38,6.38,Card,0.0,,2,3.0
Grace,Tropicana,Drinks,2025-01-02 03:39:36,2.0,0.12,2.12,Card,0.0,,1,2.0
Grace,Starbucks Caramel,Drinks,2025-01-02 05:40:38,8.0,0.5,8.5,Card,0.0,,4,2.0
Grace,Diet Coke,Drinks,2025-01-02 05:40:38,2.0,0.12,2.12,Card,0.0,,1,2.0
Grace,Tropicana,Drinks,2025-01-02 05:40:38,8.0,0.5,8.5,Card,0.0,,4,2.0
Grace,Blueberry,Donut,2025-01-02 05:40:38,3.0,0.19,3.19,Card,0.0,,3,1.0
Charlie,Blueberry Donut Hole,Donut,2025-01-02 20:07:37,1.0,0.06,1.06,Card,1.0,BOGO,2,1.0
Charlie,Biscuits,Hot Foods,2025-01-02 20:07:37,6.0,0.38,6.38,Card,3.0,BOGO,3,3.0
Frank,Chocolate Donut Hole,Donut,2025-01-02 21:05:01,2.0,0.12,2.12,Card,0.0,,2,1.0
Frank,Chocolate Sprinkle,Donut,2025-01-02 21:05:01,3.0,0.19,3.19,Card,0.0,,3,1.0
Frank,Tropicana,Drinks,2025-01-02 21:05:01,4.0,0.25,4.25,Card,0.0,,2,2.0
Frank,Starbucks Mocha,Drinks,2025-01-02 21:05:01,8.0,0.5,8.5,Card,0.0,,4,2.0
Alice,Strawberry,Donut,2025-01-02 07:21:43,1.5,0.09,1.59,Cash,1.5,WINTER SPECIAL,3,1.0
Alice,Donut Odyssey,Donut,2025-01-02 07:21:43,1.5,0.09,1.59,Cash,1.5,WINTER SPECIAL,3,1.0
Frank,Cinnamon Swirl,Donut,2025-01-02 22:15:41,2.0,0.12,2.12,Cash,2.0,BOGO,4,1.0
Charlie,Blueberry Donut Hole,Donut,2025-01-02 11:07:19,2.0,0.12,2.12,Cash,2.0,WINTER SPECIAL,4,1.0
Charlie,Jalapeno Hot Dog,Hot Foods,2025-01-02 11:07:19,4.5,0.28,4.78,Cash,4.5,WINTER SPECIAL,3,3.0
Charlie,Cinnamon Swirl,Donut,2025-01-02 11:07:19,2.0,0.12,2.12,Cash,2.0,WINTER SPECIAL,4,1.0
Bob,Coke,Drinks,2025-01-02 21:04:19,8.0,0.5,8.5,Card,0.0,,4,2.0
Bob,Donut Odyssey,Donut,2025-01-02 21:04:19,2.0,0.12,2.12,Card,0.0,,2,1.0
Bob,Donut Odyssey,Donut,2025-01-02 21:04:19,2.0,0.12,2.12,Card,0.0,,2,1.0
Bob,Small Hot Dog,Hot Foods,2025-01-02 21:04:19,6.0,0.38,6.38,Card,0.0,,2,3.0
Alice,Biscuits,Hot Foods,2025-01-02 07:38:31,12.0,0.75,12.75,Card,0.0,,4,3.0
Grace,Ham and Cheese,Hot Foods,2025-01-03 13:35:32,6.0,0.38,6.38,Card,0.0,,2,3.0
Grace,Redbull,Drinks,2025-01-03 13:35:32,6.0,0.38,6.38,Card,0.0,,3,2.0
Frank,Small Hot Dog,Hot Foods,2025-01-03 08:00:10,12.0,0.75,12.75,Card,0.0,,4,3.0
Frank,Glaze,Donut,2025-01-03 08:00:10,2.0,0.12,2.12,Card,0.0,,2,1.0
Frank,Ham and Cheese,Hot Foods,2025-01-03 08:00:10,9.0,0.56,9.56,Card,0.0,,3,3.0
Frank,Chocolate,Donut,2025-01-03 05:34:21,4.0,0.25,4.25,Card,0.0,,4,1.0
Frank,Sprite,Drinks,2025-01-03 05:34:21,4.0,0.25,4.25,Card,0.0,,2,2.0
Frank,Glaze Donut Hole,Donut,2025-01-03 05:34:21,4.0,0.25,4.25,Card,0.0,,4,1.0
Hannah,Coffee,Drinks,2025-01-03 14:48:41,4.0,0.25,4.25,Card,0.0,,2,2.0
Hannah,Coffee,Drinks,2025-01-03 14:48:41,4.0,0.25,4.25,Card,0.0,,2,2.0
Charlie,Jalapeno Hot Dog,Hot Foods,2025-01-03 13:05:02,4.5,0.28,4.78,Cash,4.5,WINTER SPECIAL,3,3.0
Charlie,Redbull,Drinks,2025-01-03 13:05:02,2.0,0.12,2.12,Cash,2.0,WINTER SPECIAL,2,2.0
Charlie,Jalapeno Hot Dog,Hot Foods,2025-01-03 13:05:02,4.5,0.28,4.78,Cash,4.5,WINTER SPECIAL,3,3.0
Charlie,Diet Coke,Drinks,2025-01-03 13:05:02,2.0,0.12,2.12,Cash,2.0,WINTER SPECIAL,2,2.0
Bob,Glaze Donut Hole,Donut,2025-01-03 02:17:13,2.0,0.12,2.12,Card,0.0,,2,1.0
Bob,Blueberry Donut Hole,Donut,2025-01-03 02:17:13,1.0,0.06,1.06,Card,0.0,,1,1.0
Bob,Croissant Hot Dog,Hot Foods,2025-01-03 02:17:13,3.0,0.19,3.19,Card,0.0,,1,3.0
Bob,Biscuits,Hot Foods,2025-01-03 02:17:13,6.0,0.38,6.38,Card,0.0,,2,3.0
Frank,Glaze Donut Hole,Donut,2025-01-03 00:35:30,1.0,0.06,1.06,Card,0.0,,1,1.0
Hannah,Coke,Drinks,2025-01-03 19:02:34,4.0,0.25,4.25,Cash,0.0,,2,2.0
Bob,Redbull,Drinks,2025-01-03 07:20:33,8.0,0.5,8.5,Card,0.0,,4,2.0
Bob,Daring Donut,Donut,2025-01-03 07:20:33,4.0,0.25,4.25,Card,0.0,,4,1.0
Bob,Daring Donut,Donut,2025-01-03 07:20:33,4.0,0.25,4.25,Card,0.0,,4,1.0
Bob,Daring Donut,Donut,2025-01-03 07:20:33,4.0,0.25,4.25,Card,0.0,,4,1.0
Hannah,Chocolate,Donut,2025-01-03 12:30:13,1.0,0.06,1.06,Card,1.0,BOGO,2,1.0
Hannah,Frosted Donut Sprinkle,Donut,2025-01-03 12:30:13,2.0,0.12,2.12,Card,2.0,BOGO,4,1.0
Hannah,Glaze,Donut,2025-01-03 12:30:13,1.0,0.06,1.06,Card,0.0,BOGO,1,1.0
Hannah,Boston Creme,Donut,2025-01-03 12:30:13,2.0,0.12,2.12,Card,1.0,BOGO,3,1.0
Grace,Chocolate Donut Hole,Donut,2025-01-03 01:59:22,2.0,0.12,2.12,Card,0.0,,2,1.0
Grace,Sprite,Drinks,2025-01-03 01:59:22,4.0,0.25,4.25,Card,0.0,,2,2.0
Grace,Croissant Hot Dog,Hot Foods,2025-01-03 01:59:22,3.0,0.19,3.19,Card,0.0,,1,3.0
Alice,Coke,Drinks,2025-01-03 01:10:49,6.0,0.38,6.38,Card,0.0,BOGO,3,2.0
Alice,Chocolate,Donut,2025-01-03 01:10:49,2.0,0.12,2.12,Card,1.0,BOGO,3,1.0
Alice,Diet Coke,Drinks,2025-01-03 01:10:49,2.0,0.12,2.12,Card,0.0,BOGO,1,2.0
Alice,Coffee,Drinks,2025-01-03 01:10:49,6.0,0.38,6.38,Card,0.0,BOGO,3,2.0
Alice,Diet Coke,Drinks,2025-01-03 01:10:49,2.0,0.12,2.12,Card,0.0,BOGO,1,2.0
Frank,Donut Odyssey,Donut,2025-01-03 08:27:45,1.0,0.06,1.06,Card,0.0,,1,1.0
Frank,Chocolate Sprinkle,Donut,2025-01-03 08:27:45,4.0,0.25,4.25,Card,0.0,,4,1.0
Frank,Strawberry,Donut,2025-01-03 08:27:45,4.0,0.25,4.25,Card,0.0,,4,1.0
Bob,Tropicana,Drinks,2025-01-03 06:39:16,4.0,0.25,4.25,Card,4.0,WINTER SPECIAL,4,2.0
Bob,Strawberry,Donut,2025-01-03 06:39:16,2.0,0.12,2.12,Card,2.0,WINTER SPECIAL,4,1.0
Bob,Glaze Donut Hole,Donut,2025-01-03 06:39:16,2.0,0.12,2.12,Card,2.0,WINTER SPECIAL,4,1.0
